"rank1","rank2","rank3","rank4","rank5","rank6","rank7","rank8","rank9","rank10","Num Cands","Num Seats"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","9","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"10","1","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
"1","10","skipped","skipped","skipped","skipped","skipped","skipped","skipped","skipped","nan","nan"
